,AIRPORTS,MONTH,YEAR,PAX,MOVEMENTS,CARGO (KG)
5658,ALBACETE,10,2019,224,91,0
5659,ALGECIRAS-HELIPUERTO,10,2019,3584,304,0
5660,ALICANTE-ELCHE,10,2019,1427711,9435,399715
5661,ALMERIA,10,2019,87310,1126,0
5662,ASTURIAS,10,2019,120169,1238,2429
5663,BADAJOZ,10,2019,6500,253,0
5664,BARCELONA-EL PRAT J.T.,10,2019,4645979,30786,17307629
5665,BILBAO,10,2019,548981,4712,89062
5666,BURGOS,10,2019,1371,213,0
5667,CEUTA-HELIPUERTO,10,2019,6838,640,0
5668,CORDOBA,10,2019,1187,1321,0
5669,EL HIERRO,10,2019,22458,412,6044
5670,FGL GRANADA-JAEN,10,2019,109207,1329,0
5671,FUERTEVENTURA,10,2019,485020,4021,83661
5672,GIRONA-COSTA BRAVA,10,2019,199598,1668,4463
5673,GRAN CANARIA,10,2019,1087391,10506,1819157
5674,HUESCA-PIRINEOS,10,2019,2,689,0
5675,IBIZA,10,2019,708681,6506,123961
5676,JEREZ DE LA FRONTERA,10,2019,117986,5172,0
5677,LA GOMERA,10,2019,6059,177,69
5678,LA PALMA,10,2019,120691,1772,37010
5679,LANZAROTE-CESAR MANRIQUE,10,2019,612940,5044,120241
5680,LEON,10,2019,6989,225,0
5681,LOGROÑO,10,2019,1721,121,0
5682,MADRID-CUATRO VIENTOS,10,2019,317,4813,0
5683,MALAGA-COSTA DEL SOL,10,2019,1873246,13152,241229
5684,MELILLA,10,2019,38468,886,12629
5685,MENORCA,10,2019,242866,2303,89600
5686,MURCIA-SAN JAVIER,10,2019,0,0,0
5687,PALMA DE MALLORCA,10,2019,2924054,21586,860542
5688,PAMPLONA,10,2019,23850,542,92
5689,REUS,10,2019,94385,1683,0
5690,SABADELL,10,2019,403,4520,0
5691,SALAMANCA,10,2019,1888,831,0
5692,SAN SEBASTIAN,10,2019,31679,528,0
5693,SANTIAGO-ROSALIA DE CASTRO,10,2019,264012,2053,315240
5694,SEVE BALLESTEROS-SANTANDER,10,2019,102260,944,2
5695,SEVILLA,10,2019,692643,5682,1073424
5696,SON BONET,10,2019,235,977,0
5697,TENERIFE NORTE-C. LA LAGUNA,10,2019,505806,6316,911444
5698,TENERIFE SUR,10,2019,922783,5863,189824
5699,VALENCIA,10,2019,768517,6976,1223570
5700,VALLADOLID,10,2019,21359,487,0
5701,VIGO,10,2019,88633,958,51742
5702,VITORIA,10,2019,16406,994,6212633
5703,ZARAGOZA,10,2019,36897,800,20862168
5704,A CORUÑA,11,2019,106003,1217,11526
5705,ADOLFO SUAREZ MADRID-BARAJAS,11,2019,4779850,33929,53241981
5706,AEROPUERTO INTL. REGION MURCIA,11,2019,40627,375,0
5707,ALBACETE,11,2019,179,69,0
5708,ALGECIRAS-HELIPUERTO,11,2019,3009,264,0
5709,ALICANTE-ELCHE,11,2019,934609,6673,347149
5710,ALMERIA,11,2019,40808,830,0
5711,ASTURIAS,11,2019,103823,966,1139
5712,BADAJOZ,11,2019,6690,222,0
5713,BARCELONA-EL PRAT J.T.,11,2019,3674584,24938,16111642
5714,BILBAO,11,2019,431277,3755,81567
5715,BURGOS,11,2019,1261,279,400
5716,CEUTA-HELIPUERTO,11,2019,6007,556,0
5717,CORDOBA,11,2019,902,945,0
5718,EL HIERRO,11,2019,23200,482,5821
5719,FGL GRANADA-JAEN,11,2019,97243,1162,0
5720,FUERTEVENTURA,11,2019,464499,3923,80759
5721,GIRONA-COSTA BRAVA,11,2019,46355,1386,1355
5722,GRAN CANARIA,11,2019,1191081,10806,1738580
5723,HUESCA-PIRINEOS,11,2019,2,648,0
5724,IBIZA,11,2019,209061,2414,88214
5725,JEREZ DE LA FRONTERA,11,2019,51070,3785,88
5726,LA GOMERA,11,2019,4859,170,167
5727,LA PALMA,11,2019,124035,1820,37664
5728,LANZAROTE-CESAR MANRIQUE,11,2019,568802,4827,108043
5729,LEON,11,2019,3467,115,0
5730,LOGROÑO,11,2019,666,74,0
5731,MADRID-CUATRO VIENTOS,11,2019,129,3098,0
5732,MALAGA-COSTA DEL SOL,11,2019,1169845,9006,242792
5733,MELILLA,11,2019,34249,708,11336
5734,MENORCA,11,2019,87042,1098,114811
5735,MURCIA-SAN JAVIER,11,2019,0,0,0
5736,PALMA DE MALLORCA,11,2019,1002869,8813,560486
5737,PAMPLONA,11,2019,22452,423,3396
5738,REUS,11,2019,4852,1052,0
5739,SABADELL,11,2019,424,4369,0
5740,SALAMANCA,11,2019,532,670,0
5741,SAN SEBASTIAN,11,2019,25345,420,67
5742,SANTIAGO-ROSALIA DE CASTRO,11,2019,201073,1504,277368
5743,SEVE BALLESTEROS-SANTANDER,11,2019,88558,730,0
5744,SEVILLA,11,2019,597855,4968,968452
5745,SON BONET,11,2019,121,637,0
5746,TENERIFE NORTE-C. LA LAGUNA,11,2019,469991,6115,934817
5747,TENERIFE SUR,11,2019,981991,6205,177744
5748,VALENCIA,11,2019,619664,5854,1380531
5749,VALLADOLID,11,2019,13656,176,0
5750,VIGO,11,2019,71575,821,46285
5751,VITORIA,11,2019,10507,772,5666863
5752,ZARAGOZA,11,2019,32497,789,20911484
5753,A CORUÑA,12,2019,102758,1269,13981
5754,ADOLFO SUAREZ MADRID-BARAJAS,12,2019,4876926,34354,51357920
5755,AEROPUERTO INTL. REGION MURCIA,12,2019,36896,353,0
5756,ALBACETE,12,2019,93,50,0
5757,ALGECIRAS-HELIPUERTO,12,2019,3064,288,0
5758,ALICANTE-ELCHE,12,2019,873625,6397,358122
5759,ALMERIA,12,2019,35095,626,0
5760,ASTURIAS,12,2019,103432,1034,1280
5761,BADAJOZ,12,2019,7808,235,0
5762,BARCELONA-EL PRAT J.T.,12,2019,3667408,25151,15307863
5763,BILBAO,12,2019,397526,3578,76254
5764,BURGOS,12,2019,1481,394,528
5765,CEUTA-HELIPUERTO,12,2019,6098,592,0
5766,CORDOBA,12,2019,783,921,0
5767,EL HIERRO,12,2019,23114,496,5959
5768,FGL GRANADA-JAEN,12,2019,101750,1024,0
5769,FUERTEVENTURA,12,2019,448011,3917,61901
5770,GIRONA-COSTA BRAVA,12,2019,37665,974,8737
5771,GRAN CANARIA,12,2019,1219997,11259,2137002
5772,HUESCA-PIRINEOS,12,2019,4,504,0
5773,IBIZA,12,2019,203767,2315,89422
5774,JEREZ DE LA FRONTERA,12,2019,42817,2812,23
5775,LA GOMERA,12,2019,5433,162,82
5776,LA PALMA,12,2019,129403,1909,37687
5777,LANZAROTE-CESAR MANRIQUE,12,2019,573578,4993,121302
5778,LEON,12,2019,4749,140,0
5779,LOGROÑO,12,2019,1378,66,0
5780,MADRID-CUATRO VIENTOS,12,2019,166,3461,0
5781,MALAGA-COSTA DEL SOL,12,2019,1136687,9025,238313
5782,MELILLA,12,2019,35991,746,10527
5783,MENORCA,12,2019,86434,1079,108846
5784,MURCIA-SAN JAVIER,12,2019,0,0,0
5785,PALMA DE MALLORCA,12,2019,952356,8506,642527
5786,PAMPLONA,12,2019,19324,413,1
5787,REUS,12,2019,2511,628,0
5788,SABADELL,12,2019,340,3499,0
5789,SALAMANCA,12,2019,499,420,0
5790,SAN SEBASTIAN,12,2019,20954,395,200
5791,SANTIAGO-ROSALIA DE CASTRO,12,2019,209430,1591,279836
5792,SEVE BALLESTEROS-SANTANDER,12,2019,87669,863,1
5793,SEVILLA,12,2019,586189,4915,898865
5794,SON BONET,12,2019,93,714,0
5795,TENERIFE NORTE-C. LA LAGUNA,12,2019,486989,6326,1067742
5796,TENERIFE SUR,12,2019,991251,6439,219867
5797,VALENCIA,12,2019,596145,5607,1153304
5798,VALLADOLID,12,2019,14427,190,2234
5799,VIGO,12,2019,67748,795,47998
5800,VITORIA,12,2019,11410,784,5467061
5801,ZARAGOZA,12,2019,36937,739,15908219
5802,A CORUÑA,1,2020,104792,1326,12154
5803,ADOLFO SUAREZ MADRID-BARAJAS,1,2020,4663407,33293,45834280
5804,AEROPUERTO INTL. REGION MURCIA,1,2020,67570,585,0
5805,ALBACETE,1,2020,174,58,0
5806,ALGECIRAS-HELIPUERTO,1,2020,3266,324,0
5807,ALICANTE-ELCHE,1,2020,743713,5409,306472
5808,ALMERIA,1,2020,31846,619,0
5809,ASTURIAS,1,2020,92699,946,3367
5810,BADAJOZ,1,2020,7189,264,0
5811,BARCELONA-EL PRAT J.T.,1,2020,3396470,23445,13768977
5812,BILBAO,1,2020,350837,3429,83035
5813,BURGOS,1,2020,1699,528,0
5814,CEUTA-HELIPUERTO,1,2020,6038,680,0
5815,CORDOBA,1,2020,1006,897,0
5816,EL HIERRO,1,2020,21471,464,5329
5817,FGL GRANADA-JAEN,1,2020,91620,1037,0
5818,FUERTEVENTURA,1,2020,419214,3635,48333
5819,GIRONA-COSTA BRAVA,1,2020,36129,921,40551
5820,GRAN CANARIA,1,2020,1166742,10584,1629065
5821,HUESCA-PIRINEOS,1,2020,1,467,0
5822,IBIZA,1,2020,181608,2253,150133
5823,JEREZ DE LA FRONTERA,1,2020,40599,3450,90
5824,LA GOMERA,1,2020,5060,166,95
5825,LA PALMA,1,2020,120835,1875,43028
5826,LANZAROTE-CESAR MANRIQUE,1,2020,528733,4518,104908
5827,LEON,1,2020,2676,70,0
5828,LOGROÑO,1,2020,625,68,0
5829,MADRID-CUATRO VIENTOS,1,2020,270,3315,0
5830,MALAGA-COSTA DEL SOL,1,2020,1042347,8432,197852
5831,MELILLA,1,2020,33033,730,12345
5832,MENORCA,1,2020,75382,1099,138757
5833,MURCIA-SAN JAVIER,1,2020,0,0,0
5834,PALMA DE MALLORCA,1,2020,820661,7660,811612
5835,PAMPLONA,1,2020,19973,424,3
5836,REUS,1,2020,1669,1164,0
5837,SABADELL,1,2020,252,3735,0
5838,SALAMANCA,1,2020,245,466,0
5839,SAN SEBASTIAN,1,2020,20063,399,21
5840,SANTIAGO-ROSALIA DE CASTRO,1,2020,179454,1427,278753
5841,SEVE BALLESTEROS-SANTANDER,1,2020,83192,793,0
5842,SEVILLA,1,2020,546798,4728,952685
5843,SON BONET,1,2020,133,946,0
5844,TENERIFE NORTE-C. LA LAGUNA,1,2020,443657,5994,1012735
5845,TENERIFE SUR,1,2020,949286,5982,188841
5846,VALENCIA,1,2020,561235,5474,1067230
5847,VALLADOLID,1,2020,12756,193,1000
5848,VIGO,1,2020,64055,795,37035
5849,VITORIA,1,2020,7526,799,5252000
5850,ZARAGOZA,1,2020,34155,690,14976853
5851,A CORUÑA,2,2020,104964,1397,11621
5852,ADOLFO SUAREZ MADRID-BARAJAS,2,2020,4396631,31477,45075444
5853,AEROPUERTO INTL. REGION MURCIA,2,2020,40508,346,0
5854,ALBACETE,2,2020,147,50,0
5855,ALGECIRAS-HELIPUERTO,2,2020,3220,304,0
5856,ALICANTE-ELCHE,2,2020,847526,5947,298043
5857,ALMERIA,2,2020,39345,791,0
5858,ASTURIAS,2,2020,95333,894,3424
5859,BADAJOZ,2,2020,6501,235,0
5860,BARCELONA-EL PRAT J.T.,2,2020,3280937,22992,13509196
5861,BILBAO,2,2020,371193,3501,68286
5862,BURGOS,2,2020,3025,1051,0
5863,CEUTA-HELIPUERTO,2,2020,5899,602,0
5864,CORDOBA,2,2020,1222,1253,0
5865,EL HIERRO,2,2020,19197,420,5121
5866,FGL GRANADA-JAEN,2,2020,92237,1090,0
5867,FUERTEVENTURA,2,2020,466630,3690,49397
5868,GIRONA-COSTA BRAVA,2,2020,35090,1274,9484
5869,GRAN CANARIA,2,2020,1123522,9826,1456068
5870,HUESCA-PIRINEOS,2,2020,79,573,0
5871,IBIZA,2,2020,191893,2206,84203
5872,JEREZ DE LA FRONTERA,2,2020,42836,4858,0
5873,LA GOMERA,2,2020,4847,144,160
5874,LA PALMA,2,2020,117682,1828,34724
5875,LANZAROTE-CESAR MANRIQUE,2,2020,542349,4378,83014
5876,LEON,2,2020,5291,177,0
5877,LOGROÑO,2,2020,754,82,0
5878,MADRID-CUATRO VIENTOS,2,2020,265,4632,0
5879,MALAGA-COSTA DEL SOL,2,2020,1126766,8457,189470
5880,MELILLA,2,2020,32500,698,10249
5881,MENORCA,2,2020,89068,1116,76195
5882,PALMA DE MALLORCA,2,2020,917291,7950,623169
5883,PAMPLONA,2,2020,20710,509,34
5884,REUS,2,2020,2946,1103,0
5885,SABADELL,2,2020,354,4066,0
5886,SALAMANCA,2,2020,155,881,0
5887,SAN SEBASTIAN,2,2020,22271,393,3
5888,SANTIAGO-ROSALIA DE CASTRO,2,2020,175669,1380,221963
5889,SEVE BALLESTEROS-SANTANDER,2,2020,77086,723,0
5890,SEVILLA,2,2020,564265,4762,856127
5891,SON BONET,2,2020,139,992,0
5892,TENERIFE NORTE-C. LA LAGUNA,2,2020,438311,5578,1024524
5893,TENERIFE SUR,2,2020,923749,5774,156935
5894,VALENCIA,2,2020,553384,5442,1038102
5895,VALLADOLID,2,2020,14746,360,0
5896,VIGO,2,2020,65825,835,31696
5897,VITORIA,2,2020,6768,842,4999479
5898,ZARAGOZA,2,2020,33464,701,13672141
5899,A CORUÑA,3,2020,44475,806,9846
5900,ADOLFO SUAREZ MADRID-BARAJAS,3,2020,1975303,19837,35758616
5901,AEROPUERTO INTL. REGION MURCIA,3,2020,19150,191,0
5902,ALBACETE,3,2020,16,8,0
5903,ALGECIRAS-HELIPUERTO,3,2020,1679,186,0
5904,ALICANTE-ELCHE,3,2020,473098,4402,283765
5905,ALMERIA,3,2020,20775,472,0
5906,ASTURIAS,3,2020,40699,549,1678
5907,BADAJOZ,3,2020,3182,127,0
5908,BARCELONA-EL PRAT J.T.,3,2020,1417647,13846,10014432
5909,BILBAO,3,2020,173095,2304,36895
5910,BURGOS,3,2020,1684,453,0
5911,CEUTA-HELIPUERTO,3,2020,3206,405,0
5912,CORDOBA,3,2020,568,485,0
5913,EL HIERRO,3,2020,9855,300,4723
5914,FGL GRANADA-JAEN,3,2020,40942,687,0
5915,FUERTEVENTURA,3,2020,253725,2582,39743
5916,GIRONA-COSTA BRAVA,3,2020,12753,515,24742
5917,GRAN CANARIA,3,2020,586343,7034,1112572
5918,HUESCA-PIRINEOS,3,2020,0,324,0
5919,IBIZA,3,2020,99738,1558,73024
5920,JEREZ DE LA FRONTERA,3,2020,24833,2253,0
5921,LA GOMERA,3,2020,2458,122,126
5922,LA PALMA,3,2020,61763,1113,31456
5923,LANZAROTE-CESAR MANRIQUE,3,2020,302605,3125,75355
5924,LEON,3,2020,2605,88,0
5925,LOGROÑO,3,2020,414,72,0
5926,MADRID-CUATRO VIENTOS,3,2020,131,1765,0
5927,MALAGA-COSTA DEL SOL,3,2020,613438,6288,127242
5928,MELILLA,3,2020,15630,457,4213
5929,MENORCA,3,2020,47750,789,91311
5930,PALMA DE MALLORCA,3,2020,517154,5872,504237
5931,PAMPLONA,3,2020,9247,221,7
5932,REUS,3,2020,1301,368,0
5933,SABADELL,3,2020,95,1634,0
5934,SALAMANCA,3,2020,191,345,0
5935,SAN SEBASTIAN,3,2020,8853,245,0
5936,SANTIAGO-ROSALIA DE CASTRO,3,2020,77934,830,228946
5937,SEVE BALLESTEROS-SANTANDER,3,2020,32350,427,0
5938,SEVILLA,3,2020,257189,3238,784108
5939,SON BONET,3,2020,100,290,0
5940,TENERIFE NORTE-C. LA LAGUNA,3,2020,208444,3709,849743
5941,TENERIFE SUR,3,2020,478282,4164,93246
5942,VALENCIA,3,2020,236549,3322,1068436
5943,VALLADOLID,3,2020,6639,182,0
5944,VIGO,3,2020,28811,512,14189
5945,VITORIA,3,2020,1741,702,5167162
5946,ZARAGOZA,3,2020,14419,426,10292523
5947,A CORUÑA,4,2020,560,104,5346
5948,ADOLFO SUAREZ MADRID-BARAJAS,4,2020,46743,2511,18041953
5949,AEROPUERTO INTL. REGION MURCIA,4,2020,22,18,0
5950,ALBACETE,4,2020,2,2,0
5951,ALGECIRAS-HELIPUERTO,4,2020,449,132,0
5952,ALICANTE-ELCHE,4,2020,2378,208,201921
5953,ALMERIA,4,2020,234,76,0
5954,ASTURIAS,4,2020,210,35,1018
5955,BADAJOZ,4,2020,0,0,0
5956,BARCELONA-EL PRAT J.T.,4,2020,25307,1499,4924940
5957,BILBAO,4,2020,1415,248,123
5958,BURGOS,4,2020,122,40,0
5959,CEUTA-HELIPUERTO,4,2020,487,146,0
5960,CORDOBA,4,2020,91,60,0
5961,EL HIERRO,4,2020,746,86,4233
5962,FGL GRANADA-JAEN,4,2020,371,61,0
5963,FUERTEVENTURA,4,2020,3026,224,11040
5964,GIRONA-COSTA BRAVA,4,2020,71,70,656
5965,GRAN CANARIA,4,2020,15650,1014,599240
5966,HUESCA-PIRINEOS,4,2020,5,11,0
5967,IBIZA,4,2020,2823,303,50142
5968,JEREZ DE LA FRONTERA,4,2020,157,66,0
5969,LA GOMERA,4,2020,0,4,0
5970,LA PALMA,4,2020,2205,160,8044
5971,LANZAROTE-CESAR MANRIQUE,4,2020,3142,224,18355
5972,LEON,4,2020,16,4,0
5973,LOGROÑO,4,2020,14,8,0
5974,MADRID-CUATRO VIENTOS,4,2020,1,299,0
5975,MALAGA-COSTA DEL SOL,4,2020,5254,580,80
5976,MELILLA,4,2020,252,110,0
5977,MENORCA,4,2020,1503,242,47366
5978,PALMA DE MALLORCA,4,2020,8955,723,290580
5979,PAMPLONA,4,2020,3,28,0
5980,REUS,4,2020,163,54,0
5981,SABADELL,4,2020,0,238,0
5982,SALAMANCA,4,2020,120,66,0
5983,SAN SEBASTIAN,4,2020,0,6,0
5984,SANTIAGO-ROSALIA DE CASTRO,4,2020,829,72,18
5985,SEVE BALLESTEROS-SANTANDER,4,2020,18,54,0
5986,SEVILLA,4,2020,2085,579,509820
5987,SON BONET,4,2020,0,7,0
5988,TENERIFE NORTE-C. LA LAGUNA,4,2020,9253,879,613775
5989,TENERIFE SUR,4,2020,4709,223,3779
5990,VALENCIA,4,2020,1253,500,1034386
5991,VALLADOLID,4,2020,38,18,442
5992,VIGO,4,2020,302,54,857
5993,VITORIA,4,2020,26,551,4006048
5994,ZARAGOZA,4,2020,4,112,4301653
5995,A CORUÑA,5,2020,851,299,0
5996,ADOLFO SUAREZ MADRID-BARAJAS,5,2020,81263,2995,26031261
5997,AEROPUERTO INTL. REGION MURCIA,5,2020,101,64,0
5998,ALBACETE,5,2020,22,16,0
5999,ALGECIRAS-HELIPUERTO,5,2020,419,120,0
6000,ALICANTE-ELCHE,5,2020,3546,234,264877
6001,ALMERIA,5,2020,480,99,0
6002,ASTURIAS,5,2020,210,27,12
6003,BADAJOZ,5,2020,4,2,0
6004,BARCELONA-EL PRAT J.T.,5,2020,46962,1777,6444737
6005,BILBAO,5,2020,1996,364,58
6006,BURGOS,5,2020,273,124,0
6007,CEUTA-HELIPUERTO,5,2020,481,144,0
6008,CORDOBA,5,2020,146,200,0
6009,EL HIERRO,5,2020,1832,102,5037
6010,FGL GRANADA-JAEN,5,2020,487,95,0
6011,FUERTEVENTURA,5,2020,6485,284,13127
6012,GIRONA-COSTA BRAVA,5,2020,97,96,1575
6013,GRAN CANARIA,5,2020,30917,1473,854304
6014,HUESCA-PIRINEOS,5,2020,3,30,0
6015,IBIZA,5,2020,7809,396,70157
6016,JEREZ DE LA FRONTERA,5,2020,53,322,0
6017,LA GOMERA,5,2020,0,38,0
6018,LA PALMA,5,2020,5030,204,8277
6019,LANZAROTE-CESAR MANRIQUE,5,2020,8288,360,23653
6020,LEON,5,2020,28,42,0
6021,LOGROÑO,5,2020,80,26,0
6022,MADRID-CUATRO VIENTOS,5,2020,6,580,0
6023,MALAGA-COSTA DEL SOL,5,2020,6995,557,29555
6024,MELILLA,5,2020,253,112,0
6025,MENORCA,5,2020,4153,294,69943
6026,PALMA DE MALLORCA,5,2020,22764,1009,676762
6027,PAMPLONA,5,2020,49,95,0
6028,REUS,5,2020,226,336,0
6029,SABADELL,5,2020,79,720,0
6030,SALAMANCA,5,2020,138,110,0
6031,SAN SEBASTIAN,5,2020,3,5,0
6032,SANTIAGO-ROSALIA DE CASTRO,5,2020,139,109,50814
6033,SEVE BALLESTEROS-SANTANDER,5,2020,16,162,0
6034,SEVILLA,5,2020,5269,692,621069
6035,SON BONET,5,2020,1,119,0
6036,TENERIFE NORTE-C. LA LAGUNA,5,2020,21693,992,810630
6037,TENERIFE SUR,5,2020,5853,227,14064
6038,VALENCIA,5,2020,1387,761,724555
6039,VALLADOLID,5,2020,97,32,0
6040,VIGO,5,2020,521,63,1129
6041,VITORIA,5,2020,119,588,4463868
6042,ZARAGOZA,5,2020,47,190,3895146
6043,A CORUÑA,6,2020,2595,612,0
6044,ADOLFO SUAREZ MADRID-BARAJAS,6,2020,194734,3747,22992132
6045,AEROPUERTO INTL. REGION MURCIA,6,2020,59,44,0
6046,ALBACETE,6,2020,420,19,0
6047,ALGECIRAS-HELIPUERTO,6,2020,1468,164,0
6048,ALICANTE-ELCHE,6,2020,28739,537,290592
6049,ALMERIA,6,2020,1005,167,0
6050,ASTURIAS,6,2020,2947,91,0
6051,BADAJOZ,6,2020,545,95,0
6052,BARCELONA-EL PRAT J.T.,6,2020,148903,2753,6837940
6053,BILBAO,6,2020,11594,386,7232
6054,BURGOS,6,2020,2930,1587,0
6055,CEUTA-HELIPUERTO,6,2020,1729,255,0
6056,CORDOBA,6,2020,584,629,0
6057,EL HIERRO,6,2020,8363,208,5752
6058,FGL GRANADA-JAEN,6,2020,1637,290,0
6059,FUERTEVENTURA,6,2020,31459,592,16246
6060,GIRONA-COSTA BRAVA,6,2020,756,334,270
6061,GRAN CANARIA,6,2020,106541,2382,985829
6062,HUESCA-PIRINEOS,6,2020,279,138,0
6063,IBIZA,6,2020,49673,1138,84565
6064,JEREZ DE LA FRONTERA,6,2020,1555,2661,0
6065,LA GOMERA,6,2020,1586,171,0
6066,LA PALMA,6,2020,25717,482,11347
6067,LANZAROTE-CESAR MANRIQUE,6,2020,40966,796,24081
6068,LEON,6,2020,196,79,0
6069,LOGROÑO,6,2020,190,114,0
6070,MADRID-CUATRO VIENTOS,6,2020,100,4693,0
6071,MALAGA-COSTA DEL SOL,6,2020,52265,1571,60275
6072,MELILLA,6,2020,2787,166,117
6073,MENORCA,6,2020,24459,514,70845
6074,PALMA DE MALLORCA,6,2020,127555,2286,534905
6075,PAMPLONA,6,2020,326,120,0
6076,REUS,6,2020,429,1256,0
6077,SABADELL,6,2020,255,4163,0
6078,SALAMANCA,6,2020,207,131,0
6079,SAN SEBASTIAN,6,2020,232,34,0
6080,SANTIAGO-ROSALIA DE CASTRO,6,2020,10750,275,155127
6081,SEVE BALLESTEROS-SANTANDER,6,2020,915,278,0
6082,SEVILLA,6,2020,23583,1589,820752
6083,SON BONET,6,2020,66,942,0
6084,TENERIFE NORTE-C. LA LAGUNA,6,2020,99703,1980,789320
6085,TENERIFE SUR,6,2020,13110,446,28608
6086,VALENCIA,6,2020,24988,1431,865899
6087,VALLADOLID,6,2020,882,66,0
6088,VIGO,6,2020,1714,123,5259
6089,VITORIA,6,2020,1677,808,5083731
6090,ZARAGOZA,6,2020,607,297,5566290
6091,A CORUÑA,7,2020,28020,1156,6805
6092,ADOLFO SUAREZ MADRID-BARAJAS,7,2020,990899,10708,28134170
6093,AEROPUERTO INTL. REGION MURCIA,7,2020,28623,355,0
6094,ALBACETE,7,2020,468,17,0
6095,ALGECIRAS-HELIPUERTO,7,2020,2803,272,0
6096,ALICANTE-ELCHE,7,2020,422857,4309,320949
6097,ALMERIA,7,2020,22858,610,0
6098,ASTURIAS,7,2020,53139,740,698
6099,BADAJOZ,7,2020,2982,240,0
6100,BARCELONA-EL PRAT J.T.,7,2020,872924,10369,9320571
6101,BILBAO,7,2020,150866,1955,30357
6102,BURGOS,7,2020,3204,1833,56
6103,CEUTA-HELIPUERTO,7,2020,4654,521,0
6104,CORDOBA,7,2020,699,755,0
6105,EL HIERRO,7,2020,21318,410,5048
6106,FGL GRANADA-JAEN,7,2020,29561,875,0
6107,FUERTEVENTURA,7,2020,179386,2271,25785
6108,GIRONA-COSTA BRAVA,7,2020,35613,1265,78283
6109,GRAN CANARIA,7,2020,381636,6046,1251048
6110,HUESCA-PIRINEOS,7,2020,474,125,0
6111,IBIZA,7,2020,426287,6587,108829
6112,JEREZ DE LA FRONTERA,7,2020,26358,5088,0
6113,LA GOMERA,7,2020,6082,288,89
6114,LA PALMA,7,2020,70020,1207,22756
6115,LANZAROTE-CESAR MANRIQUE,7,2020,194355,2691,35138
6116,LEON,7,2020,1526,335,0
6117,LOGROÑO,7,2020,504,120,0
6118,MADRID-CUATRO VIENTOS,7,2020,257,5651,0
6119,MALAGA-COSTA DEL SOL,7,2020,575724,6939,47433
6120,MELILLA,7,2020,19309,510,899
6121,MENORCA,7,2020,207880,2496,84128
6122,PALMA DE MALLORCA,7,2020,1102854,12478,576385
6123,PAMPLONA,7,2020,4048,375,0
6124,REUS,7,2020,14513,1948,0
6125,SABADELL,7,2020,513,5288,0
6126,SALAMANCA,7,2020,262,1200,0
6127,SAN SEBASTIAN,7,2020,3939,233,0
6128,SANTIAGO-ROSALIA DE CASTRO,7,2020,86177,1247,294678
6129,SEVE BALLESTEROS-SANTANDER,7,2020,33502,823,26
6130,SEVILLA,7,2020,185957,3457,897309
6131,SON BONET,7,2020,569,1426,0
6132,TENERIFE NORTE-C. LA LAGUNA,7,2020,291623,4456,931804
6133,TENERIFE SUR,7,2020,180387,2112,50487
6134,VALENCIA,7,2020,264319,3820,1157320
6135,VALLADOLID,7,2020,7650,520,0
6136,VIGO,7,2020,21686,649,19940
6137,VITORIA,7,2020,6053,1026,5746236
6138,ZARAGOZA,7,2020,22490,665,10144824
6139,A CORUÑA,8,2020,39369,1245,6568
6140,ADOLFO SUAREZ MADRID-BARAJAS,8,2020,1356383,15182,27713226
6141,AEROPUERTO INTL. REGION MURCIA,8,2020,29470,515,0
6142,ALBACETE,8,2020,2,4,0
6143,ALGECIRAS-HELIPUERTO,8,2020,2181,216,0
6144,ALICANTE-ELCHE,8,2020,480710,5810,248096
6145,ALMERIA,8,2020,26461,662,0
6146,ASTURIAS,8,2020,81804,956,295
6147,BADAJOZ,8,2020,2460,224,0
6148,BARCELONA-EL PRAT J.T.,8,2020,1110578,14045,8037234
6149,BILBAO,8,2020,219507,2447,31696
6150,BURGOS,8,2020,3254,1764,0
6151,CEUTA-HELIPUERTO,8,2020,3918,407,0
6152,CORDOBA,8,2020,806,799,0
6153,EL HIERRO,8,2020,27888,568,4636
6154,FGL GRANADA-JAEN,8,2020,42935,864,0
6155,FUERTEVENTURA,8,2020,262163,3115,27092
6156,GIRONA-COSTA BRAVA,8,2020,37565,1685,41874
6157,GRAN CANARIA,8,2020,469560,7088,1220353
6158,HUESCA-PIRINEOS,8,2020,12,182,0
6159,IBIZA,8,2020,574974,8368,96529
6160,JEREZ DE LA FRONTERA,8,2020,31758,4863,8
6161,LA GOMERA,8,2020,11416,327,31
6162,LA PALMA,8,2020,88617,1954,21851
6163,LANZAROTE-CESAR MANRIQUE,8,2020,277430,3693,43518
6164,LEON,8,2020,2741,316,0
6165,LOGROÑO,8,2020,424,118,0
6166,MADRID-CUATRO VIENTOS,8,2020,216,5268,0
6167,MALAGA-COSTA DEL SOL,8,2020,677874,8932,53667
6168,MELILLA,8,2020,20722,517,822
6169,MENORCA,8,2020,321312,3493,79323
6170,PALMA DE MALLORCA,8,2020,1240113,15562,518897
6171,PAMPLONA,8,2020,4470,288,0
6172,REUS,8,2020,9680,1532,0
6173,SABADELL,8,2020,494,4211,0
6174,SALAMANCA,8,2020,251,1313,0
6175,SAN SEBASTIAN,8,2020,7848,268,0
6176,SANTIAGO-ROSALIA DE CASTRO,8,2020,147639,1794,251084
6177,SEVE BALLESTEROS-SANTANDER,8,2020,44782,753,0
6178,SEVILLA,8,2020,255943,4043,746189
